Index,NO,NO2,NOx,NH3,CO,SO2,class
881,6.89,17.91,23.24,12.81,1.79,5.13,0
9508,6.5,41.49,27.11,16.04,0.75,8.36,1
11691,44.37,69.83,72.57,55.3,1.68,8.77,2
7695,10.4,19.17,19.26,26.73,0.62,13.0,0
9424,3.24,42.04,24.66,23.37,0.75,10.91,1
9350,8.83,37.54,25.92,11.79,0.56,6.15,1
11257,4.57,21.57,26.14,13.63,0.34,1.99,0
10533,5.97,26.0,26.2,14.87,0.71,9.48,0
6180,42.32,60.8,100.2,31.11,2.13,10.84,2
11198,5.3,71.62,76.91,43.07,0.89,9.85,2
7182,26.22,48.25,48.8,44.82,1.88,14.63,2
11972,7.65,26.62,23.46,28.84,1.33,4.54,1
11207,5.98,53.15,59.13,25.73,0.77,12.43,2
11204,5.59,45.85,51.45,39.78,0.72,7.45,1
1337,13.6,10.93,23.48,9.62,0.69,41.56,0
3771,17.82,24.13,38.96,43.57,2.47,13.66,1
13639,58.38,6.0,38.76,9.01,1.67,64.33,2
959,72.13,47.57,120.39,17.18,0.92,3.52,4
200,3.36,12.71,9.5,6.68,0.76,7.38,0
5341,12.34,15.63,27.86,58.51,1.06,8.69,1
9852,11.32,31.53,24.45,11.78,0.51,5.34,0
1807,3.39,11.66,8.49,23.78,1.06,2.54,0
567,1.63,19.79,12.0,7.06,0.63,19.26,0
9865,5.47,19.9,14.38,10.08,0.49,7.31,0
10267,33.36,37.55,59.12,22.65,1.12,11.77,2
2710,13.1,23.56,31.12,15.14,0.81,5.67,1
5558,7.89,13.81,19.57,27.04,1.23,7.55,0
8536,18.33,59.85,47.12,59.64,1.08,2.75,1
9697,4.1,23.13,14.29,10.26,0.54,3.79,0
8764,10.5,42.79,11.92,19.77,0.17,11.49,1
10418,6.42,28.8,30.22,26.38,0.89,12.3,1
11277,3.18,11.04,14.12,5.82,0.52,3.0,0
10421,7.0,41.57,38.08,21.56,0.89,12.14,1
13208,0.87,2.67,1.15,2.75,0.22,5.24,0
6562,135.71,113.31,90.09,89.1,2.2,22.21,4
6083,26.94,46.71,173.98,53.64,1.26,8.97,4
13574,47.67,1.57,44.88,8.81,1.21,33.57,0
9838,10.5,29.56,22.73,20.08,0.52,8.82,1
7218,93.61,68.87,124.9,58.67,2.78,15.49,4
7285,17.27,33.33,33.34,35.16,1.13,12.92,1
373,1.52,38.23,21.54,13.73,0.88,15.52,1
8620,8.84,24.36,11.15,26.1,0.54,23.55,0
7197,53.4,63.96,80.38,54.51,2.04,16.11,2
6329,23.42,38.11,46.02,23.58,1.22,18.53,1
7161,50.19,55.44,68.24,33.54,1.61,17.96,2
9121,4.13,32.85,20.64,19.52,0.7,4.84,1
14015,2.97,22.39,14.09,2.32,1.08,5.86,0
7675,21.91,36.74,39.57,35.31,0.94,13.68,1
13318,11.84,17.9,24.3,10.1,2.12,51.73,0
1788,6.76,20.81,14.62,35.39,2.4,1.13,1
11112,77.04,103.32,182.55,41.99,1.38,16.87,4
966,28.66,49.52,82.69,4.74,0.63,2.82,2
1445,9.89,10.12,18.84,12.01,0.62,6.32,0
10101,11.2,49.13,50.99,22.9,0.84,10.84,1
8053,11.27,13.33,32.79,7.37,0.51,11.79,0
7882,47.75,17.65,97.08,28.03,1.11,16.71,2
1381,41.45,32.85,51.49,24.67,0.53,10.5,2
3232,6.09,28.68,30.95,14.39,1.04,7.21,1
13187,0.81,2.55,1.09,2.59,0.2,3.85,0
14117,3.04,6.65,6.0,3.19,0.81,7.35,0
8709,8.46,43.74,7.53,18.29,0.0,12.09,1
12427,40.01,87.6,73.2,22.01,1.82,15.6,2
10459,13.46,39.88,42.78,21.91,0.84,9.88,1
8421,9.06,18.17,25.57,10.43,1.14,7.82,0
8726,10.84,35.19,9.17,18.65,0.0,10.09,0
8552,5.61,22.26,19.54,20.06,0.58,5.2,0
14278,0.91,6.03,3.88,4.69,0.56,3.62,0
8993,10.18,35.39,27.05,14.36,0.59,22.05,1
7698,10.07,22.38,21.19,23.06,0.68,12.59,0
13067,1.12,3.58,1.58,3.66,0.29,5.75,0
2077,8.12,18.6,16.82,28.85,0.57,5.22,0
7373,31.89,57.75,59.46,43.8,1.52,20.93,2
4639,7.05,13.87,17.52,40.55,1.15,13.4,1
10143,7.76,17.07,20.01,14.55,0.82,8.76,0
13805,1.94,9.8,6.78,4.21,1.31,4.07,0
2642,7.46,16.37,15.74,25.82,0.92,7.08,0
10353,26.38,45.85,56.9,24.2,1.12,19.49,2
5145,11.83,22.47,16.57,25.19,0.97,5.81,0
9554,5.68,33.57,22.03,12.5,0.68,7.62,0
13233,99.67,99.8,183.72,9.87,2.56,78.68,4
1254,11.64,10.6,20.98,19.41,0.37,10.98,0
4356,11.05,20.98,19.56,63.51,0.63,8.38,1
6,3.07,2.14,3.41,24.57,0.48,4.84,0
6536,79.04,88.86,126.5,39.72,1.24,17.3,4
1850,6.15,22.68,22.27,44.06,1.15,1.37,1
2857,19.87,47.01,50.3,16.23,0.94,5.19,1
10395,14.43,33.57,40.18,33.31,1.08,10.92,1
12888,12.36,9.07,21.07,7.11,0.65,6.79,0
10816,3.25,13.66,14.13,19.72,0.5,13.53,0
12959,69.4,62.39,127.25,36.62,1.2,7.06,4
6943,23.14,41.81,55.86,39.62,1.08,15.41,2
280,5.68,14.95,12.66,14.75,0.69,6.51,0
11976,11.38,23.43,24.69,28.91,0.68,4.18,1
1129,25.22,23.73,48.5,14.59,0.0,6.21,1
11519,45.12,51.05,93.6,31.03,1.01,14.21,2
2823,6.26,37.39,31.71,15.56,0.92,5.32,1
10655,13.61,48.01,50.96,48.35,0.84,15.73,1
9723,3.52,28.07,17.44,12.72,0.57,11.76,0
11513,68.05,59.86,119.82,28.94,1.27,15.24,4
1702,0.46,9.28,3.25,2.31,1.77,7.93,0
1774,4.81,6.61,6.6,22.0,34.69,2.51,0
9579,1.98,11.54,7.22,8.03,0.33,6.26,0
8678,10.89,73.53,16.43,35.44,0.45,39.57,1
9946,10.86,44.86,43.67,14.82,0.19,9.49,1
3743,22.49,23.48,38.7,12.58,0.85,14.05,1
3375,9.05,75.67,47.61,22.64,1.43,17.54,2
7812,77.8,0.19,72.09,109.88,1.12,3.35,3
569,1.15,37.0,20.6,5.35,0.78,23.6,0
14158,3.17,10.84,8.34,2.8,1.46,6.45,0
87,6.14,46.65,29.81,18.2,0.17,9.47,1
11502,43.1,55.96,98.99,31.09,1.62,18.57,2
6958,19.04,41.2,51.42,36.49,1.06,16.28,1
6666,50.86,72.55,52.64,53.4,0.71,19.33,2
4450,10.77,14.27,16.47,47.94,0.97,6.79,1
1825,2.64,19.24,11.96,19.73,1.67,1.6,0
4138,13.07,16.09,22.88,34.57,0.01,4.67,1
11536,46.16,67.53,113.86,27.79,0.95,27.0,2
6035,38.94,52.79,75.32,36.5,7.06,10.73,2
10740,50.06,58.13,90.0,55.47,1.42,13.81,2
5795,13.16,20.2,33.21,53.49,0.9,14.06,1
8089,7.14,12.68,25.3,2.17,0.52,13.49,0
13615,33.27,4.19,36.99,8.0,1.21,16.49,0
1016,12.55,8.41,20.97,5.04,0.66,5.46,0
13776,150.78,5.79,3.98,13.38,2.59,0.01,2
7539,35.11,48.45,59.73,40.16,1.77,18.03,2
9890,6.91,24.4,17.63,13.7,0.46,5.65,0
9206,4.49,23.24,15.72,17.96,0.66,8.45,0
14633,9.43,25.97,30.22,10.67,0.79,7.58,0
264,5.11,10.72,9.94,11.11,0.33,6.52,0
14656,7.55,11.74,12.35,10.8,0.74,8.75,0
5957,20.56,26.59,34.17,32.04,10.55,5.96,1
13202,0.92,2.7,1.1,2.77,0.31,6.61,0
4359,4.21,12.29,9.75,69.21,0.38,10.93,1
1105,13.44,14.45,27.88,11.18,0.0,6.46,0
11072,6.67,47.55,54.22,20.77,0.91,2.7,1
5039,6.46,25.36,16.64,185.64,0.22,21.79,3
9776,8.74,27.43,20.49,13.76,0.61,3.83,0
3237,3.92,22.84,23.81,12.71,0.94,7.08,0
9566,1.72,23.98,14.13,13.39,0.43,4.84,0
10941,5.77,38.03,43.79,9.14,1.7,6.88,1
7603,44.49,47.5,64.57,48.22,1.8,11.03,2
3573,8.46,18.32,26.77,9.16,3.72,14.75,0
8829,4.92,42.99,10.09,28.57,0.06,5.75,1
12064,37.45,71.15,67.28,23.32,2.27,7.83,2
7541,87.7,63.87,113.63,52.82,2.67,13.81,4
4984,10.81,21.91,16.04,113.77,0.63,11.09,3
3664,4.55,9.23,13.78,4.38,2.14,12.59,0
10170,11.12,16.82,27.94,11.13,0.48,11.0,0
9033,16.01,67.71,48.21,17.75,1.33,21.88,2
6739,133.01,108.48,65.63,44.95,1.41,50.78,4
6936,25.27,39.02,56.08,39.35,0.99,12.95,2
2179,8.25,29.98,0.0,28.78,1.16,4.69,0
13855,2.21,7.01,4.26,9.86,1.31,3.44,0
1908,13.8,51.73,34.31,14.68,0.69,7.44,1
3618,3.23,14.56,17.79,5.78,3.03,12.64,0
11767,9.38,26.73,25.88,54.65,0.71,15.7,1
12123,14.7,39.51,35.78,32.55,1.16,7.85,1
12198,10.79,38.0,27.8,19.53,1.45,10.62,1
1469,59.14,92.98,67.48,21.41,1.44,13.67,2
1767,6.02,18.38,13.03,33.49,3.15,5.94,0
5387,9.79,16.96,26.02,30.73,0.82,10.53,1
8117,36.09,20.0,80.67,3.49,0.8,14.1,2
12528,11.93,16.12,17.97,28.31,1.07,4.6,0
565,0.95,26.89,13.92,4.26,0.77,25.9,0
7311,45.43,48.81,69.01,39.07,1.36,17.54,2
7250,117.23,85.14,148.93,63.46,3.11,17.81,4
7231,123.73,75.26,152.77,65.75,3.36,17.86,4
5765,10.48,20.28,30.75,84.51,0.72,18.7,3
5773,10.43,10.95,20.62,60.39,0.97,10.2,1
7289,38.46,51.88,63.41,41.41,1.4,17.16,2
10527,8.54,36.86,36.37,21.09,1.0,10.84,1
8310,2.33,7.14,5.21,3.46,0.42,14.08,0
1062,12.42,6.63,19.05,5.34,0.3,2.12,0
1050,10.44,8.73,15.41,7.65,0.25,3.39,0
12465,14.35,56.21,41.39,19.93,1.45,10.02,1
11288,10.7,14.42,23.31,5.08,0.36,2.42,0
8106,3.5,7.53,13.81,1.55,0.45,14.17,0
254,3.85,7.4,7.15,10.94,0.55,6.76,0
10372,14.09,17.62,27.5,24.75,0.92,17.52,1
14364,1.24,5.52,3.06,1.99,0.72,4.4,0
11042,7.88,51.87,59.75,6.38,1.52,4.28,2
1851,3.59,15.26,14.53,31.65,3.63,1.55,0
2931,17.94,30.32,35.49,19.28,1.36,4.4,1
4262,33.52,14.4,33.18,40.21,0.87,10.54,1
2530,13.32,33.43,25.46,26.82,0.86,2.98,1
9802,11.61,29.77,23.94,22.99,0.45,9.14,1
1629,35.23,34.01,40.01,20.82,6.17,3.76,1
3154,11.5,31.51,34.26,13.03,1.13,6.79,1
12958,65.47,71.1,126.38,33.71,1.32,6.52,4
8873,7.8,15.3,7.23,5.08,0.15,5.86,0
708,3.02,16.68,11.42,10.46,0.93,10.82,0
5165,15.66,23.98,20.6,37.21,0.85,4.11,1
11253,4.58,18.8,23.38,15.87,0.42,3.48,0
2502,14.24,31.64,17.4,26.24,0.64,4.38,1
10589,10.36,32.12,33.68,31.58,0.9,9.82,1
1399,9.5,9.99,19.5,13.0,0.67,8.75,0
13203,0.83,2.48,1.03,2.56,0.33,5.23,0
5073,12.08,20.41,16.82,101.27,0.68,13.69,3
9738,3.74,35.5,20.55,12.62,0.72,7.34,0
480,4.03,26.18,17.28,13.97,0.66,9.84,0
14659,6.42,16.74,18.01,7.09,1.04,7.17,0
1481,17.35,10.41,27.39,11.92,0.78,10.64,0
8956,11.69,18.96,9.81,9.53,0.34,6.88,0
3931,1.83,13.03,8.67,33.92,1.85,2.11,0
11132,89.06,123.76,202.67,18.61,1.25,15.3,4
8109,30.7,14.46,65.87,2.01,0.73,15.3,2
1502,17.79,11.2,27.07,12.16,0.82,8.51,0
12009,15.76,46.95,37.01,49.33,1.57,8.04,1
10847,106.14,53.77,159.91,19.59,1.32,20.29,4
5239,15.47,24.81,22.4,19.0,0.84,4.83,0
7737,39.32,13.29,57.08,26.07,1.13,3.53,2
7561,52.44,52.79,77.11,33.12,1.6,12.05,2
2469,14.2,28.55,0.0,24.13,0.63,5.28,0
2665,14.92,16.13,23.99,20.34,0.68,5.58,0
9065,9.93,56.67,37.92,25.79,0.95,13.76,1
356,11.84,36.24,28.91,26.12,0.86,10.92,1
301,3.71,9.32,8.1,17.43,0.59,10.32,0
9515,3.88,34.63,20.98,12.53,0.55,7.05,0
2205,10.95,26.06,0.0,30.0,0.72,3.55,0
4461,13.54,15.81,13.57,105.68,0.9,6.13,3
5555,7.43,12.34,18.52,17.89,0.96,6.2,0
10899,116.9,0.01,88.9,5.55,1.05,21.6,4
1815,3.53,27.93,19.01,37.81,2.13,2.32,1
14179,3.56,8.59,3.5,5.04,1.29,4.48,0
6240,56.5,59.09,102.21,38.84,2.7,13.66,2
589,1.66,22.98,13.65,4.84,0.77,17.7,0
11394,5.18,15.05,20.24,10.92,0.37,5.23,0
8610,12.44,71.09,21.95,39.49,0.51,35.22,1
13736,3.75,3.4,7.11,1.67,1.13,0.74,0
10689,8.36,51.15,48.35,45.78,0.88,19.16,1
8591,9.57,42.12,20.85,25.01,0.24,8.03,1
638,1.11,5.65,3.93,5.5,0.44,13.82,0
14115,2.87,9.43,7.34,2.63,0.93,6.44,0
7969,1.72,9.53,13.04,8.06,0.36,15.81,0
1261,14.59,8.8,18.37,18.25,0.59,2.13,0
14069,3.09,5.91,5.66,2.25,0.87,5.23,0
4676,12.74,10.03,17.36,25.37,1.02,16.69,0
2632,16.04,15.81,22.41,21.52,0.75,7.47,0
14125,2.69,7.85,6.28,2.39,0.87,5.26,0
5509,6.33,14.01,20.33,1.43,0.93,7.04,0
2944,9.12,28.98,30.39,16.3,1.11,5.69,1
887,40.1,24.95,67.76,42.69,2.27,9.16,2
10466,12.33,29.88,37.46,27.36,0.93,14.33,1
113,5.09,44.96,28.04,21.11,0.06,7.22,1
4357,7.16,19.73,15.69,69.07,0.54,8.23,1
267,2.11,5.31,4.54,9.79,0.46,5.17,0
1499,17.43,10.82,26.5,11.8,0.44,13.85,0
1313,14.53,9.47,22.6,11.18,0.3,5.48,0
3423,6.98,29.92,21.68,21.09,0.84,11.42,1
10956,7.93,40.22,48.15,25.45,0.41,6.57,1
11210,10.84,80.34,91.18,29.14,0.65,13.23,2
10271,11.34,35.09,37.28,15.96,0.8,11.57,1
5843,11.59,16.97,28.29,44.03,0.96,5.6,1
6796,41.91,30.0,15.25,44.61,0.33,14.31,1
11960,11.48,24.84,24.35,22.97,0.75,5.17,1
12670,17.51,12.13,29.52,11.01,0.46,11.58,0
2566,7.0,44.56,25.49,10.45,0.96,3.38,1
10702,22.7,53.16,67.99,54.31,1.12,12.01,2
13974,2.81,12.39,8.88,3.42,0.78,4.82,0
3445,10.03,46.73,33.1,13.45,0.84,43.76,1
792,4.32,14.78,11.37,14.0,0.52,15.01,0
3235,3.91,21.71,22.73,14.03,0.88,6.71,0
2565,6.4,44.73,26.75,9.77,0.91,3.4,1
617,1.72,20.71,12.5,2.82,0.32,18.01,0
14650,7.45,15.07,12.49,7.42,1.05,6.92,0
6098,10.2,42.86,141.1,37.05,1.0,15.58,2
10683,14.17,36.39,44.39,49.03,0.75,9.96,1
3806,22.66,28.08,41.22,88.66,3.4,15.83,3
1695,2.74,12.85,9.33,0.28,4.21,3.92,0
6506,29.83,38.14,63.72,21.07,0.75,10.81,2
6400,22.75,48.12,58.91,42.29,1.06,11.79,2
12554,5.06,19.31,13.81,37.37,1.07,10.59,1
8078,10.77,11.61,30.14,2.32,0.57,12.4,0
2055,5.0,25.1,16.73,56.94,0.65,4.83,1
4770,7.42,21.07,22.62,160.08,1.17,2.71,3
12382,19.51,64.36,46.27,31.94,0.99,9.5,2
12860,12.44,9.46,20.96,16.68,0.36,12.08,0
3187,6.77,33.42,35.46,14.44,1.07,5.74,1
1627,12.37,18.67,20.45,4.81,25.25,30.13,0
1331,18.8,17.21,28.34,10.34,0.47,12.85,0
6204,32.59,75.98,98.5,49.64,2.84,31.77,2
13259,110.03,32.85,142.85,10.97,3.19,70.46,4
4492,39.96,50.12,20.48,11.51,1.27,25.45,1
7545,28.98,49.67,53.58,56.52,2.39,10.2,2
278,4.31,9.81,8.8,11.05,0.42,8.98,0
1255,11.8,10.58,21.27,19.43,0.49,12.69,0
12386,24.34,80.61,61.41,18.85,1.16,9.22,2
12637,20.93,7.92,28.39,8.78,0.45,7.44,0
11951,10.61,28.04,26.04,28.57,0.8,8.31,1
3555,9.35,25.52,34.87,9.49,3.91,14.55,0
13533,30.75,6.66,35.43,7.86,1.0,23.26,0
14653,6.37,17.69,17.78,7.33,1.05,7.67,0
8853,11.21,18.0,9.3,4.94,0.16,4.17,0
11901,19.68,26.7,28.09,36.67,0.91,9.93,1
2398,3.13,30.5,0.0,23.87,0.6,7.44,0
14293,0.9,5.95,3.73,3.76,0.75,9.61,0
6753,34.5,54.83,30.75,20.17,0.57,41.96,1
1271,16.32,10.4,25.54,11.47,0.29,8.03,0
5807,13.34,19.32,32.42,34.32,0.91,8.57,1
8269,41.98,40.3,50.95,16.17,0.89,13.76,2
10611,12.37,33.23,34.07,37.35,1.46,10.6,1
1256,11.67,10.73,21.03,19.23,0.46,7.28,0
1046,9.4,10.06,19.46,7.42,0.47,7.25,0
4919,10.32,17.81,19.65,3.15,1.08,7.29,0
3319,20.64,46.41,41.46,19.78,1.03,10.75,1
3784,19.92,26.6,43.04,47.04,3.0,15.67,1
10011,43.3,47.69,57.18,38.66,0.5,10.99,2
4781,6.26,12.83,15.21,152.68,1.49,2.46,3
6330,71.57,34.54,75.09,26.0,1.74,20.36,2
10227,10.82,19.92,26.83,12.24,0.65,9.56,0
8738,10.4,44.5,12.84,29.14,0.22,26.83,1
6779,50.72,38.55,23.52,54.37,0.43,6.08,1
3558,11.18,27.66,38.83,10.33,3.99,15.48,1
6736,82.18,85.21,66.92,42.48,1.1,54.52,2
6110,24.45,52.51,205.02,37.79,1.17,10.73,4
6831,19.58,45.6,55.24,34.83,1.2,15.12,2
7514,30.13,36.77,46.78,27.17,1.25,10.42,1
9316,18.14,38.38,33.21,18.0,0.64,7.08,1
8431,5.78,9.64,13.97,10.41,0.78,6.51,0
767,2.34,16.82,10.84,18.62,0.8,24.75,0
1174,25.57,27.48,53.03,7.86,0.01,4.17,1
13041,1.23,3.55,1.44,3.65,0.29,4.93,0
11494,97.36,69.8,165.9,31.69,2.09,11.59,4
10987,8.47,35.27,43.75,5.99,1.4,1.89,1
12756,20.08,42.56,60.95,18.14,1.14,12.12,2
262,5.11,13.96,11.66,10.28,0.4,4.9,0
1019,12.55,8.61,21.15,4.99,0.61,5.77,0
5047,10.49,23.92,19.01,249.49,0.1,13.05,3
7637,50.47,53.71,73.96,37.5,1.51,11.4,2
3874,16.3,16.05,27.15,30.66,2.38,7.62,1
9204,2.78,22.16,13.67,15.62,0.68,6.84,0
7284,25.13,44.28,45.94,39.19,1.22,15.38,1
736,3.95,18.7,13.15,13.46,0.62,10.22,0
10020,11.65,24.31,28.55,20.12,0.83,16.14,1
4082,31.06,17.7,44.04,76.34,1.08,12.33,1
10157,8.07,25.52,31.67,19.51,0.83,13.19,1
7556,77.46,82.63,114.67,50.55,2.92,16.26,4
3868,17.81,23.7,32.56,56.28,2.4,7.58,1
3006,6.94,23.99,25.31,11.49,0.75,3.98,0
4680,13.64,11.77,19.08,22.48,2.76,11.92,0
10872,27.17,16.15,25.03,2.26,1.48,22.41,0
4557,18.69,29.99,27.0,55.9,1.43,11.03,1
5299,9.59,16.8,26.39,17.27,0.72,9.42,0
4763,4.71,12.09,15.53,309.04,6.75,2.5,3
11549,32.88,54.74,88.24,35.44,0.82,12.79,2
9712,7.5,26.24,19.03,10.16,0.98,2.96,0
4716,10.05,18.91,13.82,142.84,1.55,7.08,3
10957,6.53,48.65,55.18,1.52,0.44,1.09,1
1505,18.82,12.66,28.37,12.29,0.73,9.44,0
7815,6.49,28.84,24.71,39.69,1.16,4.8,1
7296,14.25,35.07,33.41,26.57,0.79,12.52,1
11935,19.48,28.79,28.82,16.67,0.78,5.05,1
11722,12.12,38.57,28.67,52.42,1.43,7.57,1
3240,6.76,27.42,30.03,10.94,0.93,7.36,0
12032,35.78,52.55,56.68,53.87,1.96,10.04,2
12728,18.86,39.04,57.85,13.54,1.12,10.26,2
4235,7.24,13.46,14.1,12.82,0.89,8.29,0
6629,65.31,67.72,56.02,31.36,0.79,21.36,2
414,5.15,92.9,53.61,8.66,1.37,11.12,2
9615,3.65,12.51,9.19,8.83,0.42,7.48,0
487,8.59,17.16,16.19,11.98,0.72,10.51,0
5630,5.21,13.39,18.57,15.17,0.57,5.95,0
7766,0.59,6.96,7.53,0.11,1.87,4.12,0
10398,16.3,45.05,54.32,28.78,1.29,16.09,2
7624,63.49,48.18,83.32,48.02,1.93,12.24,2
2299,5.62,22.5,0.0,42.48,0.21,5.47,1
14298,0.95,7.15,4.39,4.09,0.83,5.28,0
7768,0.09,7.0,7.0,0.02,1.25,3.62,0
10073,15.38,34.81,45.81,20.63,0.91,10.16,1
2508,14.4,35.25,21.29,26.83,0.55,4.37,1
156,5.75,19.92,15.26,14.09,0.64,6.82,0
14628,8.14,17.85,19.38,9.31,1.02,8.11,0
14060,2.98,11.27,8.41,1.73,0.76,5.93,0
7862,4.95,14.88,9.68,36.66,0.68,10.67,0
2577,6.75,39.62,24.32,34.11,1.01,3.66,1
669,23.03,14.19,14.12,24.24,0.45,16.84,0
1022,12.53,8.33,20.86,5.1,0.63,5.56,0
4645,7.25,12.82,16.21,25.89,1.94,12.83,0
10147,9.69,18.3,22.39,19.28,0.44,9.54,0
2320,5.13,37.77,0.0,22.44,0.26,2.53,0
1652,6.87,7.46,8.7,23.17,5.19,2.03,0
883,8.32,30.81,36.48,26.67,1.9,4.39,1
33,6.24,0.39,8.44,28.53,0.36,5.3,0
7787,2.04,3.5,5.25,3.39,1.1,3.19,0
4103,16.6,15.66,23.74,43.59,1.33,3.35,1
10177,10.65,18.88,28.65,16.77,0.68,8.4,0
668,4.5,13.97,11.18,15.31,0.47,14.17,0
13517,12.47,12.84,25.25,6.79,0.62,22.44,0
10955,7.07,31.37,38.44,3.36,0.43,2.12,0
5972,20.18,29.21,37.78,32.01,8.82,7.31,1
7703,8.49,21.37,18.16,23.84,0.66,14.2,0
219,4.69,9.26,8.84,8.99,1.18,6.82,0
6547,166.64,88.27,107.99,46.41,2.14,26.66,4
6490,11.04,32.04,37.18,22.95,1.17,10.86,1
12325,9.19,24.77,19.3,30.65,2.65,6.45,1
10896,119.19,3.49,95.9,7.84,1.33,21.71,4
3054,6.98,13.9,17.26,8.79,0.78,5.78,0
13047,1.3,3.51,1.32,3.65,0.23,5.69,0
10593,12.03,34.71,37.66,60.83,0.8,10.7,1
1493,19.01,13.89,27.62,12.37,1.33,7.4,0
5567,6.63,13.32,18.59,15.41,0.94,7.89,0
5599,8.97,23.57,32.52,36.85,0.92,4.83,1
12674,36.78,17.44,52.32,14.89,0.8,12.06,1
7950,13.12,15.11,33.71,37.06,0.9,31.51,1
1736,2.21,8.79,6.36,26.67,26.99,2.54,0
1879,8.24,24.04,17.46,22.0,1.7,11.07,0
598,2.62,25.07,15.42,5.06,0.5,18.35,0
14702,6.28,9.52,13.56,5.84,0.46,5.32,0
9450,3.61,39.43,22.94,17.78,0.54,28.83,1
11200,8.96,54.43,63.38,37.14,0.97,7.96,2
6303,26.8,66.8,88.44,35.02,1.88,27.44,2
3305,10.44,27.86,23.31,37.95,0.87,7.08,1
1887,23.41,41.05,36.25,26.38,2.07,5.94,1
11330,3.17,17.21,20.05,55.39,0.48,12.4,1
11504,50.89,40.23,89.54,30.58,1.29,11.3,2
8981,8.06,40.69,2.4,14.51,0.08,11.15,0
12843,17.09,26.95,43.7,19.16,0.53,17.87,1
2880,6.67,30.9,26.76,16.07,0.82,5.13,1
13373,76.44,2.05,51.36,25.01,2.44,10.78,2
8486,5.5,8.84,12.98,10.27,0.82,6.35,0
2957,9.0,24.48,30.04,11.9,0.79,4.54,0
1322,13.26,8.77,22.03,11.08,1.0,6.3,0
11941,9.35,36.65,24.73,28.87,0.92,6.57,1
12455,13.07,77.03,51.08,40.88,1.18,13.23,2
2774,11.16,25.62,29.75,18.51,0.8,6.78,1
14668,3.34,8.37,11.17,3.86,0.96,4.42,0
2487,8.48,29.13,0.0,23.87,0.48,4.76,0
10293,14.27,40.36,46.16,19.89,1.08,9.9,1
14253,0.95,8.55,5.3,4.53,0.76,4.75,0
10236,11.65,18.53,27.38,14.45,0.73,10.5,0
1145,32.1,38.15,70.0,14.92,0.81,3.2,2
14417,1.03,3.01,1.76,1.78,0.33,0.86,0
10048,11.9,45.56,49.83,33.53,0.71,8.31,1
11589,4.77,14.53,19.36,18.28,0.54,9.52,0
14477,1.08,3.57,1.95,1.24,0.85,1.09,0
8194,19.56,7.57,40.24,15.08,0.84,11.96,0
10686,18.17,52.45,58.9,46.35,0.92,16.07,2
5060,8.66,14.02,11.96,145.13,0.39,20.33,3
8845,7.29,16.5,8.82,8.01,0.25,3.87,0
7446,11.98,25.34,25.46,30.26,1.0,8.67,1
12678,15.96,15.95,31.9,12.04,0.45,6.85,0
6475,16.97,29.05,43.48,27.23,2.93,8.02,1
11409,9.06,24.88,33.94,12.94,0.57,8.09,1
3463,4.44,27.92,18.55,11.62,0.71,12.32,0
11543,126.15,85.22,192.55,26.78,1.44,14.79,4
8936,8.63,17.06,7.56,6.1,0.07,5.03,0
3407,22.47,54.59,47.39,19.35,1.35,13.32,2
2589,4.15,32.79,18.96,70.16,0.99,3.89,1
7032,9.8,31.27,36.1,46.72,0.95,7.75,1
4629,8.71,15.12,19.68,36.74,1.02,12.74,1
12581,17.32,9.55,26.02,9.36,0.44,10.37,0
8825,4.42,45.01,10.87,25.52,0.09,4.46,1
12222,6.82,18.12,11.39,12.37,1.38,6.45,0
12804,47.34,43.92,88.43,22.89,1.4,13.46,2
590,0.72,18.25,10.27,4.59,0.5,16.21,0
11342,5.97,27.46,33.43,10.25,0.52,4.1,0
10333,9.44,39.1,36.44,15.67,0.86,9.44,1
9078,6.47,53.31,33.42,20.36,0.8,9.51,1
3690,8.56,9.83,18.37,4.67,0.0,12.57,0
6333,24.06,64.64,69.35,30.43,1.24,27.7,2
7315,30.43,50.33,56.61,32.06,1.19,20.36,2
12566,1.43,17.05,10.15,31.06,1.01,6.18,0
4591,8.99,17.94,14.05,52.85,20.62,15.31,1
362,5.83,28.13,19.71,19.97,0.88,16.73,0
2027,4.47,23.12,15.99,16.11,0.49,4.17,0
8741,7.64,38.86,9.94,25.67,0.24,15.45,1
5246,7.81,20.11,14.77,68.04,0.78,4.79,1
828,2.24,5.74,4.88,9.23,0.45,14.83,0
7181,14.18,34.18,30.79,36.62,1.0,15.01,1
643,12.82,24.43,23.57,2.84,0.38,21.66,0
7176,98.5,70.46,119.07,52.74,2.9,17.62,4
13964,2.78,11.68,8.47,3.85,0.84,5.38,0
3592,10.37,23.62,33.99,9.89,3.38,13.78,0
9208,2.88,21.31,13.57,18.8,0.6,7.58,0
8854,8.5,15.64,8.41,5.32,0.18,5.22,0
2082,3.27,7.84,5.83,14.47,0.55,1.94,0
8262,35.68,30.51,41.47,17.38,0.77,13.68,1
13235,30.62,37.09,65.96,15.49,2.12,51.47,2
5180,26.57,47.0,41.88,63.64,1.37,6.74,1
8135,28.25,13.6,60.94,3.93,0.7,10.04,2
12417,10.32,32.7,25.65,30.13,1.22,6.17,1
2626,13.04,14.5,19.14,22.05,0.89,7.09,0
10897,119.23,0.64,92.14,5.81,1.3,22.03,4
